Bridge_ID,Avg_Delay_Time
1000008,0.0
1000009,3206.401844248231
1000011,0.0
1000012,0.0
1000017,0.0
1000018,14724.744567909958
1000022,0.0
1000023,0.0
1000030,0.0
1000031,0.0
1000036,0.0
1000037,0.0
1000046,1925.9081527668884
1000047,0.0
1000049,294.9748786906513
1000050,0.0
1000052,3105.4000470055803
1000053,0.0
1000054,9518.696325296147
1000055,0.0
1000058,0.0
1000060,0.0
1000062,0.0
1000063,8646.187624496548
1000064,0.0
1000067,0.0
1000068,0.0
1000069,0.0
1000070,0.0
1000071,5856.863636527006
1000072,0.0
1000073,0.0
1000076,0.0
1000077,0.0
1000080,0.0
1000081,0.0
1000084,2786.1581515253774
1000085,0.0
1000087,0.0
1000088,0.0
1000090,0.0
1000094,0.0
1000095,14127.31855741137
1000098,3082.987255315146
1000100,16184.911387681652
1000101,0.0
1000104,0.0
1000105,6493.757775569892
1000106,0.0
1000107,5775.484628960427
1000108,0.0
1000112,13073.836385198221
1000113,16979.35287673427
1000115,2408.4173087315016
1000116,5592.403808326791
1000118,0.0
1000120,0.0
1000122,0.0
1000123,8818.907920919777
1000124,0.0
1000129,0.0
1000130,0.0
1000132,0.0
1000133,0.0
1000134,0.0
1000136,0.0
1000137,0.0
1000138,0.0
1000139,0.0
1000140,0.0
1000141,0.0
1000143,0.0
1000144,0.0
1000146,0.0
1000147,2828.997195810262
1000148,0.0
1000149,0.0
1000152,0.0
1000153,0.0
1000154,0.0
1000156,5448.3467029614585
1000157,3818.2173174597783
1000160,0.0
1000161,5955.872393828361
1000163,0.0
1000164,3679.59747077125
1000165,6607.765604055171
1000167,0.0
1000168,0.0
1000170,0.0
1000172,0.0
1000173,0.0
1000175,0.0
1000176,0.0
1000178,0.0
1000179,0.0
1000180,2093.037274897636
1000183,0.0
1000186,0.0
1000190,6172.235140756685
1000191,2254.324798979737
1000192,0.0
1000193,0.0
1000194,1208.3159237591985
1000196,2078.5112557830353
1000199,0.0
1000200,0.0
1000203,0.0
1000206,2865.50667827242
1000207,6295.9511160034135
1000208,3703.1913024329274
1000210,0.0
1000212,0.0
1000214,2047.763169752688
1000216,0.0
1000217,0.0
1000218,0.0
1000220,0.0
1000222,0.0
1000223,0.0
1000224,0.0
1000225,0.0
1000226,0.0
1000229,0.0
1000231,0.0
1000234,0.0
1000235,0.0
1000237,0.0
1000239,0.0
1000241,0.0
1000242,0.0
1000243,2378.286846965784
1000246,0.0
1000248,0.0
1000249,0.0
1000250,0.0
1000251,0.0
1000252,0.0
1000254,9579.940349406286
1000255,9207.517298122595
1000259,0.0
1000260,0.0
1000263,5832.131511519767
1000264,16551.047913318347
1000266,0.0
1000267,11113.194513333387
1000268,0.0
1000270,0.0
1000272,0.0
1000273,0.0
1000275,0.0
1000276,0.0
1000277,0.0
1000278,591.0248559814529
1000279,0.0
1000280,0.0
1000281,0.0
1000284,0.0
1000285,1863.682778444092
1000286,0.0
1000288,1745.0550018997044
1000289,0.0
1000291,0.0
1000292,6171.476564213746
1000293,7947.163724808498
1000294,15672.682194477127
1000296,0.0
1000297,0.0
1000298,0.0
1000299,13618.872119411564
1000300,0.0
1000301,613.7737278512925
1000304,14398.829488201092
1000305,0.0
1000306,0.0
1000307,0.0
1000309,6870.6597758370235
1000310,3868.7730210043665
1000312,0.0
1000314,4399.647385834855
1000316,0.0
1000317,4702.21661070231
1000318,2079.231938225785
1000320,0.0
1000321,0.0
1000322,0.0
1000324,0.0
1000325,0.0
1000326,0.0
1000327,0.0
1000328,19405.857102777118
1000329,832.9615209799462
1000331,0.0
1000332,2232.4651508730212
1000333,0.0
1000335,16980.923411841977
1000336,8650.315873294774
1000338,1569.474236838153
1000339,0.0
1000341,0.0
1000343,2696.5509309384483
1000344,0.0
1000346,0.0
1000347,0.0
1000349,0.0
1000353,0.0
1000354,0.0
1000355,0.0
1000356,0.0
1000357,5617.838570478834
1000359,0.0
1000361,0.0
1000362,0.0
1000367,0.0
1000370,2704.060547582264
1000372,1400.6611186590546
1000375,0.0
1000377,0.0
1000378,0.0
1000380,0.0
1000381,3765.768695349519
1000384,16060.416377563486
1000385,10294.303417722354
1000386,3470.3370037492605
1000389,0.0
1000390,0.0
1000391,0.0
1000396,0.0
1000399,0.0
1000400,0.0
1000405,17169.07760540308
1000406,2971.122207392583
1000408,0.0
1000411,7136.686460946352
1000414,0.0
1000415,15876.730856837565
1000416,5286.2544491124145
1000418,19306.86253427459
1000421,2622.9206389104647
1000422,1790.9901059894787
1000425,0.0
1000426,0.0
1000430,10758.39571229469
1000431,0.0
1000433,0.0
1000436,0.0
1000437,0.0
1000438,0.0
1000439,0.0
1000441,2084.4956107705375
1000443,0.0
1000447,0.0
1000449,0.0
1000450,0.0
1000452,0.0
1000454,719.8432573451339
1000455,0.0
1000458,0.0
1000459,0.0
1000462,0.0
1000465,0.0
1000466,0.0
1000469,559.808974249753
1000470,0.0
1000472,5661.924773609065
1000473,0.0
1000476,0.0
1000477,0.0
1000479,0.0
1000480,0.0
1000482,236.4628199874153
1000483,0.0
1000485,2195.5190870913807
1000487,0.0
1000488,0.0
1000493,3149.242525682076
1000494,1307.3587369554998
1000496,0.0
1000498,0.0
1000499,7229.302320817957
1000501,0.0
1000502,0.0
1000504,0.0
1000506,1214.7943078803744
1000507,0.0
1000510,0.0
1000511,0.0
1000512,0.0
1000514,5436.249134981823
1000515,0.0
1000516,0.0
1000518,8634.771211704281
1000519,0.0
1000522,0.0
1000523,0.0
1000525,0.0
1000527,0.0
1000528,0.0
1000529,0.0
1000530,0.0
1000531,0.0
1000532,0.0
1000534,0.0
1000535,0.0
1000536,0.0
1000538,0.0
1000541,0.0
1000545,0.0
1000546,18918.313824113975
1000547,0.0
1000548,0.0
1000550,0.0
1000551,0.0
1000553,0.0
1000554,0.0
1000556,0.0
1000558,0.0
1000561,0.0
1000562,0.0
1000564,0.0
1000567,0.0
1000571,4980.798364510794
1000573,0.0
1000574,0.0
1000575,0.0
1000577,0.0
1000579,0.0
1000580,0.0
1000584,0.0
1000585,0.0
1000588,0.0
1000589,0.0
1000591,0.0
1000594,0.0
1000596,0.0
1000598,0.0
1000602,0.0
1000603,0.0
1000608,5556.859727858796
1000609,0.0
1000614,0.0
1000615,0.0
1000617,0.0
1000618,0.0
1000621,0.0
1000624,0.0
1000626,0.0
1000628,0.0
1000630,0.0
1000632,0.0
1000634,0.0
1000637,0.0
1000638,0.0
1000644,0.0
1000645,0.0
1000647,0.0
1000652,0.0
1000655,24754.237649220107
1000656,0.0
1000658,15765.310524829145
1000659,0.0
1000661,0.0
1000664,0.0
1000665,20191.70728721003
1000666,0.0
1000671,0.0
1000674,0.0
1000678,0.0
1000682,1093.2228531560881
1000683,0.0
1000685,0.0
1000687,0.0
1000688,0.0
1000696,0.0
1000697,7081.801029194651
1000699,0.0
1000704,6797.967752609957
1000707,0.0
1000708,0.0
1000713,0.0
1000716,0.0
1000719,0.0
1000722,6624.547094233928
1000723,0.0
1000724,0.0
1000727,0.0
1000730,0.0
1000731,0.0
1000734,0.0
1000736,0.0
1000738,0.0
1000739,0.0
1000742,0.0
1000745,0.0
1000747,0.0
1000749,0.0
1000752,0.0
1000753,0.0
1000755,0.0
1000756,0.0
1000759,0.0
1000761,0.0
1000763,0.0
1000764,0.0
1000766,0.0
1000770,0.0
1000771,0.0
1000773,0.0
1000775,0.0
1000777,0.0
1000778,0.0
1000781,0.0
1000784,0.0
1000787,0.0
1000789,0.0
1000790,0.0
1000791,0.0
1000794,15276.946919371752
1000795,0.0
1000796,0.0
1000800,0.0
1000801,0.0
1000802,0.0
1000803,0.0
1000806,0.0
1000807,0.0
1000809,0.0
1000811,0.0
1000813,0.0
1000816,0.0
1000817,0.0
1000819,0.0
1000821,0.0
1000822,0.0
1000824,0.0
1000826,0.0
1000828,0.0
1000829,0.0
1000831,0.0
1000832,0.0
1000833,0.0
1000835,0.0
1000837,0.0
1000838,0.0
1000841,0.0
1000844,0.0
1000847,0.0
