,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N1 at Baraiyerhat.,22.8940552,91.5346941,,R151.lrps.htm
,LRPSa,0.135,Rail Road Crossing,Rail crossing at Bhut more,22.8946941,91.5357219,,R151.lrps.htm
,LRPSb,0.252,Culvert,Box Culvert,22.8952774,91.5365274,,R151.lrps.htm
,LRP001,0.93,Km Post,Info missing,22.9001111,91.5396108,,R151.lrps.htm
,LRP001a,0.95,Culvert,Box Culvert,22.90025,91.5396941,,R151.lrps.htm
,LRP001b,1.305,Culvert,Box culvert,22.9034444,91.5401108,,R151.lrps.htm
,LRP002,1.93,Km Post,Km post missing,22.9089722,91.5402497,,R151.lrps.htm
,LRP002a,2.182,Culvert,Box culvert,22.9111667,91.5406941,,R151.lrps.htm
,LRP003,2.61,Km Post,Info missing,22.9141667,91.5434997,,R151.lrps.htm
,LRP003a,2.865,Culvert,Box culvert,22.9157222,91.5451108,,R151.lrps.htm
,LRP003b,3.185,Bridge,Bridge Start,22.9175549,91.5475274,,R151.lrps.htm
,LRP003c,3.204,Bridge,Bridge End,22.9176382,91.5476663,,R151.lrps.htm
,LRP004,3.61,Km Post,Info missing,22.9199716,91.5506111,,R151.lrps.htm
,LRP004a,3.765,Bridge,Baily Bridge Start,22.9213049,91.5508611,,R151.lrps.htm
,LRP004b,3.775,Bridge,Baily Bridge End,22.921416,91.5508889,,R151.lrps.htm
,LRP004c,4.052,Bridge,Bridge Start,22.9238604,91.5513889,,R151.lrps.htm
,LRP004d,4.07,Bridge,Bridge End,22.9239993,91.5514167,,R151.lrps.htm
,LRP004e,4.325,Culvert,Box culvert,22.926166,91.5521111,,R151.lrps.htm
,LRP004f,4.678,Culvert,Box Culvert,22.929416,91.5526944,,R151.lrps.htm
,LRP005,4.72,Km Post,Heako 15 km,22.9298049,91.5528333,,R151.lrps.htm
,LRP005a,5.118,Culvert,Box Culvert,22.929416,91.5585833,,R151.lrps.htm
,LRP006,5.725,Km Post,Km post Broken,22.929166,91.5626667,,R151.lrps.htm
,LRP006a,5.965,Culvert,Box culvert,22.9290549,91.5649722,,R151.lrps.htm
,LRP006b,6.18,Culvert,Box culvert,22.9282771,91.5670271,,R151.lrps.htm
,LRP006c,6.39,Culvert,Box culvert,22.9273882,91.5686382,,R151.lrps.htm
,LRP007,6.725,Km Post,Km post missing,22.9264993,91.5717216,,R151.lrps.htm
,LRP007a,7.345,Culvert,Box culvert,22.9261382,91.5776104,,R151.lrps.htm
,LRP007b,7.53,Culvert,Box culvert,22.9262216,91.5794438,,R151.lrps.htm
,LRP008,7.725,Km Post,Km post missing,22.9264993,91.5814716,,R151.lrps.htm
,LRP008a,7.783,Culvert,Box culvert,22.9265827,91.5819993,,R151.lrps.htm
,LRP008b,8.45,Culvert,Box culvert,22.927416,91.5884441,,R151.lrps.htm
