,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start with N5,23.7931386,90.2713882,,R504.lrps.htm
,LRP001,0.975,Km Post,Manikganj 32,23.792583,90.2619722,,R504.lrps.htm
,LRP001a,1.558,"Side Road, Left",Hazratpur,23.7922774,90.2563333,,R504.lrps.htm
,LRP001b,1.571,Culvert,Box Culvert,23.7923608,90.25625,,R504.lrps.htm
,LRP002,1.95,Km Post,Manikganj,23.7954719,90.2551111,,R504.lrps.htm
,LRP002a,2.365,"Side Road, Left",Fulbari,23.7988886,90.2536944,,R504.lrps.htm
,LRP003,2.907,Km Post,Information missing,23.7985274,90.2485552,,R504.lrps.htm
,LRP003a,3.184,Bridge,Bridge Start,23.7985552,90.2459719,,R504.lrps.htm
,LRP003b,3.49,Cross Road,Bridge End,23.7987774,90.2429997,,R504.lrps.htm
,LRP004,3.907,Km Post,Km post missing,23.799083,90.2389163,,R504.lrps.htm
,LRP004a,4.014,Others,RHD Manikganj Start,0,0,,R504.lrps.htm
,LRP004a,4.014,Others,RHD Manikganj Start,0,0,,R504.lrps.htm
,LRP004b,4.269,Culvert,Box Culvert,23.799083,90.2353886,,R504.lrps.htm
,LRP004c,4.422,Culvert,Box Culvert,23.7997774,90.2341663,,R504.lrps.htm
,LRP005,4.907,Km Post,Km Post Missing,23.8025833,90.2305271,,R504.lrps.htm
,LRP005a,5.384,Culvert,Box Culvert,23.8045278,90.226416,,R504.lrps.htm
,LRP006,5.907,Km Post,Km Post Missing,23.8053889,90.2213327,,R504.lrps.htm
,LRP006a,5.996,Culvert,Box Culvert,23.8054444,90.2204716,,R504.lrps.htm
,LRP006b,6.376,Culvert,Box Culvert,23.8055833,90.2167493,,R504.lrps.htm
,LRP007,6.907,Km Post,Mk Post Missing,23.8058056,90.2114722,,R504.lrps.htm
,LRP007a,6.95,Bridge,Bridge Start,23.8058056,90.2110556,,R504.lrps.htm
,LRP007b,6.975,Bridge,Bridge End,23.8058056,90.2108056,,R504.lrps.htm
,LRP007c,7.323,Bridge,Bridge Start,23.8059722,90.2074167,,R504.lrps.htm
,LRP007d,7.357,Bridge,Bridge End,23.806,90.2070833,,R504.lrps.htm
,LRP008,7.907,Km Post,Km Post Missing,23.8061944,90.2017222,,R504.lrps.htm
,LRP008a,8.043,Bridge,Bridge Start,23.80625,90.2003889,,R504.lrps.htm
,LRP008b,8.082,Bridge,Bridge End,23.8062778,90.2000278,,R504.lrps.htm
,LRP008c,8.746,Bridge,Bridge Start,23.8058611,90.1935552,,R504.lrps.htm
,LRP008d,8.822,Bridge,Bridge End,23.8057778,90.1928052,,R504.lrps.htm
,LRP009,8.907,Km Post,Km post missing,23.8056944,90.1919719,,R504.lrps.htm
,LRP009a,9.182,Bridge,Bridge Start,23.8054167,90.1893608,,R504.lrps.htm
,LRP009b,9.209,Bridge,Bridge End,23.8053889,90.1891108,,R504.lrps.htm
,LRP010,9.907,Km Post,Km Post Missing,23.8065278,90.1823604,,R504.lrps.htm
,LRP011,10.907,Km Post,Km Post Missing,23.8102778,90.1735271,,R504.lrps.htm
,LRP011a,11.297,Bridge,Under Construction,0,0,,R504.lrps.htm
,LRP012,11.907,Km Post,Km post missing,23.8105,90.1638611,,R504.lrps.htm
,LRP013,12.907,Km Post,Km Post Missing,23.8097222,90.1541389,,R504.lrps.htm
,LRP013a,12.94,Bridge,Bridge End,23.8096667,90.1538333,,R504.lrps.htm
,LRP014,13.907,Km Post,Km Post Missing,23.8086667,90.1444163,,R504.lrps.htm
,LRP014a,14.599,Cross Road,Balighata (Inter Section),23.8081667,90.1376941,,R504.lrps.htm
,LRP015,14.907,Km Post,Km Post Missing,23.8083611,90.1347219,,R504.lrps.htm
,LRP016,15.907,Km Post,Km Post Missing,23.8100278,90.1250271,,R504.lrps.htm
,LRP016a,15.951,Bridge,Bridge End,23.8100833,90.1246382,,R504.lrps.htm
,LRP016b,16.685,Bridge,Bridge Start,23.8112778,90.1175271,,R504.lrps.htm
,LRP016c,16.715,Bridge,Bridge End,23.8113333,90.1172493,,R504.lrps.htm
,LRP017,16.907,Km Post,Km post missing,23.8117222,90.1153611,,R504.lrps.htm
,LRP018,17.907,Km Post,Km Post Missing,23.8131944,90.1056944,,R504.lrps.htm
,LRP018a,18.2,Bridge,Bridge Start,23.81375,90.1028889,,R504.lrps.htm
,LRP018b,18.227,Bridge,Bridge End,23.8137778,90.1026111,,R504.lrps.htm
