,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start with N 5.,23.8517222,89.8720271,,R506.lrps.htm
,LRPSa,0.018,Bridge,Bridge start,23.8518056,89.8720271,,R506.lrps.htm
,LRPSb,0.054,Bridge,Bridge end,23.8521111,89.9220827,,R506.lrps.htm
,LRP001,1,Km Post,Ghira,23.8595556,89.8727216,,R506.lrps.htm
,LRP001a,1.218,Bridge,Bridge start,23.8611111,89.8739438,,R506.lrps.htm
,LRP001b,1.254,Bridge,Bridge end,23.8613889,89.8741382,,R506.lrps.htm
,LRP002,2,Km Post,Km post missing,23.8669716,89.8780549,,R506.lrps.htm
,LRP002a,2.716,Bridge,Bridge start,23.8732493,89.8788049,,R506.lrps.htm
,LRP002b,2.794,Bridge,Bridge end,23.873916,89.8785827,,R506.lrps.htm
,LRP003,2.925,Km Post,Ghior,23.8750271,89.8781938,,R506.lrps.htm
,LRP003a,3.663,Bridge,Bridge start,23.8813604,89.8774716,,R506.lrps.htm
,LRP003b,3.674,Bridge,Bridge end,23.8814716,89.8774438,,R506.lrps.htm
,LRP004,3.925,Km Post,Ghior,23.8833608,89.8766104,,R506.lrps.htm
,LRP005,4.925,Km Post,Km post missing,23.892333,89.8775271,,R506.lrps.htm
,LRP005a,5.432,Bridge,Baily Bridge start,23.8972497,89.8773327,,R506.lrps.htm
,LRP005b,5.604,Bridge,Baily Bridge end,23.8939997,89.8782771,,R506.lrps.htm
,LRP006,5.917,Km Post,Infor.missing,23.898083,89.873166,,R506.lrps.htm
,LRP007,6.917,Km Post,Km post missing,23.90575,89.8772216,,R506.lrps.htm
,LRP007a,7.272,Culvert,Box Culvert,23.9105833,89.8757216,,R506.lrps.htm
,LRP008,7.71,Km Post,Km post missing,23.9143611,89.8747493,,R506.lrps.htm
,LRP008a,8.651,Bridge,Bridge start,23.9222493,89.8776104,,R506.lrps.htm
,LRP008b,8.683,Bridge,Bridge end,23.9223327,89.8773327,,R506.lrps.htm
,LRP009,8.71,Km Post,Km post missing,23.9224438,89.8770827,,R506.lrps.htm
,LRP009a,9.229,Culvert,Box Culvert,23.924416,89.8724993,,R506.lrps.htm
,LRP010,9.71,Km Post,Km post missing,23.9268049,89.8687771,,R506.lrps.htm
,LRP010a,10.41,Bridge,Bridge start,23.9318882,89.8656389,,R506.lrps.htm
,LRP010b,10.426,Bridge,Bridge end,23.931916,89.8655278,,R506.lrps.htm
,LRP010c,10.664,Culvert,Box Culvert,23.9332493,89.8638333,,R506.lrps.htm
,LRP011,10.71,Km Post,Km post missing,23.9336663,89.8635833,,R506.lrps.htm
,LRP011a,10.91,Bridge,Bridge start,23.9351941,89.8626389,,R506.lrps.htm
,LRP011b,10.944,Bridge,Bridge end,23.9354719,89.8624722,,R506.lrps.htm
,LRP011c,11.547,Culvert,Box Culvert,23.938333,89.8587222,,R506.lrps.htm
,LRP012,11.71,Km Post,Km post missing,23.9381941,89.8570556,,R506.lrps.htm
,LRP013,12.71,Km Post,Km post missing,23.9408886,89.8488608,,R506.lrps.htm
,LRP013a,13.005,Bridge,Bridge start,23.9435274,89.8481663,,R506.lrps.htm
,LRP013b,13.037,Bridge,Bridge end,23.9438052,89.848083,,R506.lrps.htm
,LRP014,13.655,Km Post,Daulatpur 5 km,23.9489997,89.8457497,,R506.lrps.htm
,LRP014a,14.282,Bridge,Bridge start,23.9538611,89.8429441,,R506.lrps.htm
,LRP014b,14.353,Bridge,Bridge end,23.9543889,89.8426386,,R506.lrps.htm
,LRP015,14.665,Km Post,Km post missing,23.9570278,89.8416386,,R506.lrps.htm
,LRP015a,15.322,Bridge,Bridge start,23.9626667,89.8399997,,R506.lrps.htm
,LRP015b,15.353,Bridge,Bridge end,23.9629444,89.8399441,,R506.lrps.htm
,LRP016,15.665,Km Post,Km post missing,23.9654722,89.8386108,,R506.lrps.htm
,LRP017,16.619,Km Post,Infor.missing,23.9666938,89.8299993,,R506.lrps.htm
,LRP018,17.619,Km Post,Km post missing,23.9719993,89.8330827,,R506.lrps.htm
,LRP018a,18.372,Others,RHD Tangail Start,0,0,,R506.lrps.htm
,LRP018a,18.372,Others,RHD Tangail Start,0,0,,R506.lrps.htm
,LRP018b,18.492,Culvert,Box Culvert,23.9740549,89.8408052,,R506.lrps.htm
,LRP019,18.619,Km Post,Km post missing,23.9743604,89.8421108,,R506.lrps.htm
,LRP019a,18.921,Culvert,Box Culvert,23.9763327,89.8432497,,R506.lrps.htm
,LRP019b,18.947,Culvert,Box Culvert,23.9766104,89.8433052,,R506.lrps.htm
,LRP019c,19.268,Culvert,Box Culvert,23.9794438,89.8434163,,R506.lrps.htm
,LRP020,19.619,Km Post,Km post missing,23.9824993,89.8438608,,R506.lrps.htm
,LRP020a,19.715,Bridge,Bridge start,23.983333,89.8439997,,R506.lrps.htm
,LRP020b,19.731,Bridge,Bridge end,23.9834719,89.8439719,,R506.lrps.htm
,LRP020c,20.046,Bridge,Baily Bridge start,23.9861108,89.8442497,,R506.lrps.htm
