,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from Intersection of R140 & N 104 at Begomgonj Zero point.,22.9446941,91.1046944,,R142.lrps.htm
,LRP001,0.325,Km Post,"Dhaka 150 km,Ramgonj 37 km",22.9476108,91.10475,,R142.lrps.htm
,LRP001a,0.403,Bridge,Bridge Start,22.9482497,91.10475,,R142.lrps.htm
,LRP001b,0.458,Bridge,Bridge End,22.9487497,91.1047778,,R142.lrps.htm
,LRP002,1.35,Km Post,Ramgonj 36 km,22.9566667,91.1049167,,R142.lrps.htm
,LRP002a,1.952,Bridge,Bridge Start,22.9618611,91.1043056,,R142.lrps.htm
,LRP002b,1.973,Bridge,Bridge End,22.9619444,91.10425,,R142.lrps.htm
,LRP003,2.35,Km Post,Ramgonj 35 km,22.9650833,91.1029444,,R142.lrps.htm
,LRP003a,2.625,Culvert,Culvert,22.9675271,91.1026389,,R142.lrps.htm
,LRP003b,3.29,Bridge,Bridge start,22.973416,91.1011667,,R142.lrps.htm
,LRP003c,3.31,Bridge,Bridge end,22.9734993,91.1011389,,R142.lrps.htm
,LRP004,3.36,Km Post,Ramgonj 34 km,22.9739716,91.1009722,,R142.lrps.htm
,LRP004a,4.028,Bridge,Bridge Start,22.9796938,91.0990552,,R142.lrps.htm
,LRP004b,4.042,Bridge,Bridge End,22.9798049,91.0989997,,R142.lrps.htm
,LRP005,4.32,Km Post,Ramgonj 33 km,22.9822216,91.0990552,,R142.lrps.htm
,LRP005a,4.99,Bridge,Bridge Start,22.9879163,91.0974441,,R142.lrps.htm
,LRP005b,4.993,Bridge,Bridge End,22.9879719,91.0974163,,R142.lrps.htm
,LRP006,5.38,Km Post,Ramgonj 32 km,22.991333,91.0965552,,R142.lrps.htm
,LRP006a,6.05,Bridge,Bridge Start,22.9973052,91.0959997,,R142.lrps.htm
,LRP006b,6.058,Bridge,Bridge End,22.9973886,91.0959997,,R142.lrps.htm
,LRP007,6.39,Km Post,Ramgonj 31 km,23.0003611,91.0959441,,R142.lrps.htm
,LRP007a,7.08,Bridge,Bridge Start,23.0063889,91.0953052,,R142.lrps.htm
,LRP007b,7.094,Bridge,Bridge End,23.0064444,91.0952497,,R142.lrps.htm
,LRP008,7.384,Km Post,Ramgonj 30 km,23.00875,91.0938886,,R142.lrps.htm
,LRP008a,8.21,Bridge,Bridge Start,23.0161111,91.0946386,,R142.lrps.htm
,LRP008b,8.221,Bridge,Bridge End,23.0161944,91.0946663,,R142.lrps.htm
,LRP009,8.4,Km Post,Dhaka 142 km,23.0178327,91.0947219,,R142.lrps.htm
,LRP009a,8.923,Bridge,Bridge start,23.0224438,91.0949163,,R142.lrps.htm
,LRP009b,9.412,Bridge,Bridge End,23.0225827,91.0949441,,R142.lrps.htm
,LRP010,9.703,Km Post,"Dhaka 141 km,Ramgonj 28 km",23.0267493,91.0956663,,R142.lrps.htm
,LRP010a,9.943,Culvert,Box culvert,23.0293882,91.0957774,,R142.lrps.htm
,LRP011,10.41,Km Post,Km post missing,23.0354163,91.0963886,,R142.lrps.htm
